temp,fatalities
297.5833333333333,240.0
297.6,773.0
297.625,1431.0
297.6363636363636,398.0
297.6666666666667,2491.0
297.7,1647.0
297.7142857142857,607.0
297.72727272727275,463.0
297.75,1403.0
297.77777777777777,547.0
297.8,1393.0
297.8181818181818,407.0
297.8333333333333,2764.0
297.85714285714283,229.0
297.875,624.0
297.8888888888889,946.0
297.9,839.0
297.90909090909093,132.0
297.9166666666667,93.0
298.0,20110.0
298.0833333333333,3477.0
298.09090909090907,827.0
298.1,754.0
298.1111111111111,1392.0
298.125,1946.0
298.1428571428572,1581.0
298.1666666666667,1922.0
298.1818181818182,123.0
298.2,1010.0
298.22222222222223,838.0
298.25,1534.0
298.27272727272725,165.0
298.2857142857143,1355.0
298.3,340.0
298.3333333333333,2042.0
298.3636363636364,219.0
298.375,263.0
298.4,2529.0
298.4166666666667,10.0
298.42857142857144,464.0
298.44444444444446,471.0
298.45454545454544,196.0
298.5,15873.0
298.54545454545456,717.0
298.55555555555554,607.0
298.57142857142856,810.0
298.6,1959.0
298.625,403.0
298.6363636363636,718.0
298.6666666666667,3002.0
298.7,1335.0
298.7142857142857,629.0
298.72727272727275,616.0
298.75,2535.0
298.77777777777777,939.0
298.8,1186.0
298.8181818181818,85.0
298.8333333333333,577.0
298.85714285714283,765.0
298.875,497.0
298.8888888888889,224.0
298.9,807.0
298.90909090909093,203.0
298.9166666666667,1785.0
299.0,37165.0
299.09090909090907,72.0
299.1,756.0
299.1111111111111,352.0
299.125,909.0
299.1428571428572,712.0
299.1666666666667,1869.0
299.1818181818182,236.0
299.2,1584.0
299.22222222222223,589.0
299.25,1527.0
299.27272727272725,168.0
299.2857142857143,2613.0
299.3,590.0
299.3333333333333,3624.0
299.3636363636364,205.0
299.375,485.0
299.4,4684.0
299.4166666666667,1541.0
299.42857142857144,830.0
299.44444444444446,1114.0
299.45454545454544,1249.0
299.5,31092.0
299.54545454545456,15.0
299.55555555555554,231.0
299.57142857142856,1750.0
299.5833333333333,13.0
299.6,2216.0
299.625,444.0
299.6363636363636,108.0
299.6666666666667,2284.0
299.7,173.0
299.7142857142857,724.0
299.72727272727275,224.0
299.75,2818.0
299.77777777777777,2649.0
299.8,1637.0
299.8181818181818,916.0
299.8333333333333,1484.0
299.85714285714283,1150.0
299.875,762.0
299.8888888888889,616.0
299.9,477.0
299.90909090909093,548.0
299.9166666666667,26.0
300.0,32593.0
300.0833333333333,18.0
300.09090909090907,117.0
300.1,6771.0
300.1111111111111,441.0
300.125,515.0
300.1428571428572,936.0
300.1666666666667,854.0
300.1818181818182,617.0
300.2,1773.0
300.22222222222223,390.0
300.25,17244.0
300.27272727272725,250.0
300.2857142857143,961.0
300.3,182.0
300.3333333333333,3197.0
300.3636363636364,201.0
300.375,991.0
300.4,6006.0
300.42857142857144,1227.0
300.44444444444446,714.0
300.45454545454544,124.0
300.5,25038.0
300.54545454545456,27.0
300.55555555555554,134.0
300.57142857142856,820.0
300.6,6350.0
300.625,689.0
300.6363636363636,18.0
300.6666666666667,3445.0
300.7,133.0
300.7142857142857,1103.0
300.72727272727275,8.0
300.75,3913.0
300.77777777777777,537.0
300.8,7575.0
300.8181818181818,54.0
300.8333333333333,3713.0
300.85714285714283,1091.0
300.875,1502.0
300.8888888888889,1688.0
300.9,378.0
300.90909090909093,119.0
301.0,35231.0
301.09090909090907,79.0
301.1,339.0
301.1111111111111,1057.0
301.125,462.0
301.1428571428572,1382.0
301.1666666666667,1756.0
301.1818181818182,10.0
301.2,2755.0
301.22222222222223,511.0
301.25,5106.0
301.27272727272725,25.0
301.2857142857143,936.0
301.3,149.0
301.3333333333333,8274.0
301.3636363636364,7.0
301.375,985.0
301.4,4246.0
301.42857142857144,2199.0
301.44444444444446,269.0
301.5,15189.0
301.54545454545456,43.0
301.55555555555554,592.0
301.57142857142856,1502.0
301.6,3391.0
301.625,1222.0
301.6363636363636,45.0
301.6666666666667,4035.0
301.7,128.0
301.7142857142857,2335.0
301.75,2325.0
301.77777777777777,504.0
301.8,5374.0
301.8333333333333,4971.0
301.85714285714283,2341.0
301.875,1779.0
301.8888888888889,489.0
301.9,15.0
301.90909090909093,0.0
302.0,15318.0
302.09090909090907,8.0
302.1,100.0
302.1111111111111,125.0
302.125,987.0
302.1428571428572,1711.0
302.1666666666667,2160.0
302.2,1305.0
302.22222222222223,205.0
302.25,1064.0
302.2857142857143,991.0
302.3,289.0
302.3333333333333,1899.0
302.375,298.0
302.4,1455.0
302.42857142857144,1053.0
302.44444444444446,284.0
302.5,6751.0
302.55555555555554,219.0
302.57142857142856,2036.0
302.5833333333333,23.0
302.6,2180.0
302.625,365.0
302.6666666666667,3174.0
302.7,932.0
302.7142857142857,710.0
302.75,1252.0
302.77777777777777,740.0
302.8,809.0
302.8181818181818,18.0
302.8333333333333,3578.0
302.85714285714283,1697.0
302.875,195.0
302.8888888888889,110.0
303.0,8229.0
303.1,45.0
303.1111111111111,72.0
303.125,875.0
303.1428571428572,1494.0
303.1666666666667,1154.0
303.2,534.0
303.22222222222223,111.0
303.25,445.0
303.2857142857143,593.0
303.3,146.0
303.3333333333333,997.0
303.375,228.0
303.4,352.0
303.42857142857144,623.0
303.44444444444446,55.0
303.45454545454544,9.0
303.5,4159.0
303.55555555555554,265.0
303.57142857142856,402.0
303.6,290.0
303.625,120.0
303.6666666666667,364.0
303.7,4.0
303.7142857142857,290.0
303.75,514.0
303.77777777777777,45.0
303.8,559.0
303.8333333333333,543.0
303.85714285714283,455.0
303.875,177.0
303.8888888888889,151.0
303.9,2.0
304.0,1810.0
304.1,4.0
304.1111111111111,256.0
304.125,78.0
304.1428571428572,18.0
304.1666666666667,113.0
304.2,11.0
304.22222222222223,44.0
304.25,229.0
304.2857142857143,69.0
304.3333333333333,59.0
304.375,93.0
304.4,48.0
304.42857142857144,428.0
304.44444444444446,1.0
304.5,150.0
304.55555555555554,61.0
304.57142857142856,40.0
304.6,8.0
304.625,25.0
304.6666666666667,12.0
304.7142857142857,96.0
304.75,22.0
304.8,6.0
304.875,40.0
305.0,36.0
305.125,155.0
305.1428571428572,37.0
305.25,170.0
305.2857142857143,9.0
305.3333333333333,4.0
305.42857142857144,79.0
305.5,49.0
305.55555555555554,1.0
305.57142857142856,11.0
305.6666666666667,6.0
305.7142857142857,37.0
305.8333333333333,53.0
306.0,5.0
306.125,37.0
306.2857142857143,16.0
